     -2.5307601      -0.0596847       0.0054981       0.0072419       0.0141662       0.0523290       0.0417568      -0.0062662       0.0371257       0.3358989       0.1717700       0.5850724      -0.6079161      -0.7397471       0.1968836      -0.2683595      -0.0608897      -0.0189110       0.2095059       0.1686816       0.0025558 
 3.6984559E-001 -7.8188594E-003 -2.2849161E-004  3.1384981E-004  8.1748458E-004 -1.5238384E-002 -1.3292084E-002 -2.7286627E-004 -2.2984693E-005  4.8460871E-004  1.6353669E-003  4.9047401E-004  3.7449148E-003  1.7336540E-003  2.3811198E-003 -6.1623371E-003  6.4652832E-004  1.4508653E-004 -7.7670458E-004  3.3823163E-002 -7.4534359E-004 
-7.8188594E-003  1.7597385E-004 -1.3452286E-006 -9.0775754E-006 -1.0785190E-005  2.9559255E-004  2.8202425E-004  6.6835358E-006 -5.1058171E-007 -2.1734337E-005 -2.4065435E-005  3.1686919E-006 -6.2339400E-005 -6.3954519E-005 -5.7283912E-005  1.4136952E-004 -9.5564756E-006 -4.3204416E-006  1.7051279E-005 -8.5632175E-004  1.8583421E-005 
-2.2849161E-004 -1.3452286E-006  6.7646171E-006 -1.6188797E-007 -5.5310080E-006 -4.4505763E-007  4.3920099E-006 -1.5606891E-006  2.6159986E-007  1.2254773E-006 -1.6712870E-005 -1.6885666E-005 -7.8576174E-006  1.3953448E-005  6.5992960E-007 -5.3258664E-006  3.5379138E-006 -7.9510238E-007 -4.9831405E-006  7.0170759E-007  6.3149265E-008 
 3.1384981E-004 -9.0775754E-006 -1.6188797E-007  2.5344203E-006 -2.8570580E-006  8.5869758E-006 -1.3250240E-005 -2.5920148E-008  1.0792041E-007  1.1336279E-006 -3.3778881E-006 -6.8105239E-006 -2.2026148E-005 -1.1888943E-005  1.7988996E-007 -7.4419085E-006 -4.5994080E-006 -1.1459026E-006  5.8503376E-006  1.1187216E-005 -7.5729981E-008 
 8.1748458E-004 -1.0785190E-005 -5.5310080E-006 -2.8570580E-006  5.1853734E-005 -6.7880408E-005 -6.6760216E-005 -1.8396235E-006 -9.4959249E-007  4.3889913E-007  1.2049744E-004  8.5725877E-005  1.2497315E-004  4.7661827E-005 -1.3059146E-005  3.1446145E-005 -6.4863784E-006  1.4758213E-005  4.3054732E-005 -4.5775482E-005  6.7983617E-007 
-1.5238384E-002  2.9559255E-004 -4.4505763E-007  8.5869758E-006 -6.7880408E-005  2.7237420E-003  1.5583420E-004  2.9741542E-005  6.1200599E-008  7.5407491E-005  1.8791571E-005 -1.2058169E-004  5.6447225E-006  2.2546542E-004 -1.6932243E-004  4.2255757E-006 -1.8296765E-004 -4.4876447E-005  8.3071908E-005  2.0866880E-003 -4.3045204E-005 
-1.3292084E-002  2.8202425E-004  4.3920099E-006 -1.3250240E-005 -6.6760216E-005  1.5583420E-004  1.6355256E-003  2.8500569E-006 -6.9453777E-007 -5.1840112E-005 -1.4765251E-004  8.8611225E-005 -2.8490709E-004 -2.8210062E-004  1.4388407E-004  3.8748440E-005  1.0620827E-004 -2.0602999E-005 -1.0132279E-004  4.7840288E-005 -7.8491951E-007 
-2.7286627E-004  6.6835358E-006 -1.5606891E-006 -2.5920148E-008 -1.8396235E-006  2.9741542E-005  2.8500569E-006  3.3663189E-006 -1.3444123E-008 -2.3130739E-006 -8.6489468E-006 -6.4259551E-006 -1.0345569E-005  7.7211849E-006  2.5643772E-006  5.0310016E-006 -9.4147315E-006  2.8670765E-006  4.7151448E-006 -4.9051621E-005  1.0819529E-006 
-2.2984693E-005 -5.1058171E-007  2.6159986E-007  1.0792041E-007 -9.4959249E-007  6.1200599E-008 -6.9453777E-007 -1.3444123E-008  8.6603591E-007 -2.9631919E-006 -2.5996933E-006  1.1616281E-006 -3.4818893E-006  6.6227153E-006 -1.2609546E-006  1.5404391E-005  2.1366572E-006 -2.6472024E-006  4.6738629E-007  7.1699361E-005 -1.5091077E-006 
 4.8460871E-004 -2.1734337E-005  1.2254773E-006  1.1336279E-006  4.3889913E-007  7.5407491E-005 -5.1840112E-005 -2.3130739E-006 -2.9631919E-006  1.5992434E-004  5.9619832E-006 -3.6536826E-005  7.2619963E-005  1.2775239E-004 -4.9278632E-006 -1.0914406E-004 -5.5844446E-005  2.6143634E-005 -6.1246562E-005  2.0462474E-004 -4.7773271E-006 
 1.6353669E-003 -2.4065435E-005 -1.6712870E-005 -3.3778881E-006  1.2049744E-004  1.8791571E-005 -1.4765251E-004 -8.6489468E-006 -2.5996933E-006  5.9619832E-006  8.0742389E-004  3.9602978E-004  3.8036217E-004 -1.6942152E-004 -4.6465345E-006 -2.9943424E-004  2.2897052E-005  2.8038677E-005  1.2945363E-004  7.8803355E-004 -1.8010408E-005 
 4.9047401E-004  3.1686919E-006 -1.6885666E-005 -6.8105239E-006  8.5725877E-005 -1.2058169E-004  8.8611225E-005 -6.4259551E-006  1.1616281E-006 -3.6536826E-005  3.9602978E-004  6.0832796E-004 -1.1846717E-004 -1.6289728E-004  1.5652004E-004  6.8301170E-005  8.2075223E-005  5.3321554E-006 -2.8950892E-005  8.4907099E-004 -1.9108234E-005 
 3.7449148E-003 -6.2339400E-005 -7.8576174E-006 -2.2026148E-005  1.2497315E-004  5.6447225E-006 -2.8490709E-004 -1.0345569E-005 -3.4818893E-006  7.2619963E-005  3.8036217E-004 -1.1846717E-004  2.8740016E-003  6.6876725E-004 -2.7964084E-004 -1.7663364E-003  2.1604987E-005  9.6896074E-005  7.6142982E-005  4.3959457E-003 -9.9176238E-005 
 1.7336540E-003 -6.3954519E-005  1.3953448E-005 -1.1888943E-005  4.7661827E-005  2.2546542E-004 -2.8210062E-004  7.7211849E-006  6.6227153E-006  1.2775239E-004 -1.6942152E-004 -1.6289728E-004  6.6876725E-004  3.8647569E-003 -1.6147388E-004  1.1754441E-003 -1.3566388E-004  5.5701529E-005  1.9068125E-004  2.3520679E-003 -5.2749056E-005 
 2.3811198E-003 -5.7283912E-005  6.5992960E-007  1.7988996E-007 -1.3059146E-005 -1.6932243E-004  1.4388407E-004  2.5643772E-006 -1.2609546E-006 -4.9278632E-006 -4.6465345E-006  1.5652004E-004 -2.7964084E-004 -1.6147388E-004  6.8820992E-004 -9.5440103E-005  1.9954643E-005 -3.5176534E-005 -4.9605916E-005 -1.0410294E-003  2.2117962E-005 
-6.1623371E-003  1.4136952E-004 -5.3258664E-006 -7.4419085E-006  3.1446145E-005  4.2255757E-006  3.8748440E-005  5.0310016E-006  1.5404391E-005 -1.0914406E-004 -2.9943424E-004  6.8301170E-005 -1.7663364E-003  1.1754441E-003 -9.5440103E-005  4.6834253E-003 -3.0068599E-004 -1.4449754E-004  1.5483224E-004 -3.2814135E-003  7.2134370E-005 
 6.4652832E-004 -9.5564756E-006  3.5379138E-006 -4.5994080E-006 -6.4863784E-006 -1.8296765E-004  1.0620827E-004 -9.4147315E-006  2.1366572E-006 -5.5844446E-005  2.2897052E-005  8.2075223E-005  2.1604987E-005 -1.3566388E-004  1.9954643E-005 -3.0068599E-004  2.8214757E-004 -1.7804426E-005 -4.5863242E-005  1.0565165E-003 -2.3526001E-005 
 1.4508653E-004 -4.3204416E-006 -7.9510238E-007 -1.1459026E-006  1.4758213E-005 -4.4876447E-005 -2.0602999E-005  2.8670765E-006 -2.6472024E-006  2.6143634E-005  2.8038677E-005  5.3321554E-006  9.6896074E-005  5.5701529E-005 -3.5176534E-005 -1.4449754E-004 -1.7804426E-005  7.7832940E-005 -2.7640532E-005 -3.2739456E-004  7.0071514E-006 
