     -3.6630179      -0.0502487       0.0049705       0.0015926       0.0173170      -0.0366261       0.0291940      -0.0143285       0.0252183       0.3696183       0.1107401       0.6833701      -0.4722133      -0.6138578      -0.0136080      -0.2294181      -0.0387811       0.0811144       0.2833393      -0.4780554       0.0117769 
 9.3689109E-001 -1.9659506E-002 -1.0357680E-003  9.8659416E-004  1.3707839E-003 -1.8936285E-002 -1.2264459E-002 -3.9859825E-004 -1.2196142E-004 -6.0793558E-004 -1.9070268E-003 -6.3551412E-004  1.1688372E-003  6.4929285E-004 -7.0338518E-005 -1.7703297E-003 -8.5633512E-004 -4.7886603E-005 -1.3156207E-004  2.5267018E-002 -5.4625414E-004 
-1.9659506E-002  4.3733122E-004  7.5336057E-006 -2.5010539E-005 -2.3434218E-005  3.3511134E-004  2.2208065E-004  7.6311741E-006  1.9464224E-007 -2.0791219E-007  2.0977470E-005 -1.0734102E-005 -3.8109622E-005 -3.1374955E-005 -4.5502065E-006  1.3774531E-005  4.1041730E-006 -3.6574857E-006  6.7495796E-006 -4.7360847E-004  1.0349012E-005 
-1.0357680E-003  7.5336057E-006  1.7696406E-005 -2.0632953E-006 -5.0493427E-006 -5.9089284E-006 -1.5003699E-005 -2.4736384E-006  9.1438425E-008 -8.9792793E-007  3.6206648E-006 -1.1825907E-006  5.3165330E-006  1.4797830E-006 -1.2581739E-007  9.8599378E-007  6.4755325E-007  1.5770728E-006 -6.6716646E-006 -2.6275284E-005  5.9715769E-007 
 9.8659416E-004 -2.5010539E-005 -2.0632953E-006  6.3838353E-006 -2.9119974E-006  4.1557811E-005 -2.2281543E-005 -8.1244328E-007 -6.7124884E-008 -5.0891533E-007 -2.8753265E-006  3.7230663E-007 -8.7756829E-006 -1.0686320E-005 -7.0561504E-007 -2.7166562E-006 -1.3358710E-007  3.3975276E-007  2.3869680E-006 -3.6945134E-005  8.2591586E-007 
 1.3707839E-003 -2.3434218E-005 -5.0493427E-006 -2.9119974E-006  1.8065606E-004 -3.0259396E-005 -1.0299479E-004 -2.6736502E-006 -2.1344448E-007 -2.7818066E-006 -1.6015360E-006 -5.5364040E-006  3.1221048E-005 -1.6388869E-005  2.3151293E-006  2.6808273E-006 -5.2942385E-007  4.7286272E-006 -1.9300140E-005 -1.6187853E-004  3.8120607E-006 
-1.8936285E-002  3.3511134E-004 -5.9089284E-006  4.1557811E-005 -3.0259396E-005  7.8754092E-003 -2.8645822E-004  5.6633385E-005 -5.3367013E-007 -7.7978205E-006  5.1918507E-005  3.2926768E-005 -9.8496592E-005  1.5486977E-005 -1.0317251E-005 -3.0369454E-005 -1.2207358E-005 -9.3245054E-006  4.2382569E-005 -5.8741817E-004  1.2481212E-005 
-1.2264459E-002  2.2208065E-004 -1.5003699E-005 -2.2281543E-005 -1.0299479E-004 -2.8645822E-004  4.7712361E-003  5.9776281E-005  1.3645675E-007  5.8166020E-007  3.7243221E-005  3.0274981E-006  7.7824225E-005 -9.8119917E-005 -6.1772324E-006  1.8503882E-005  4.1559571E-006  5.5552155E-006 -5.5377957E-005  1.5401057E-004 -2.7153965E-006 
-3.9859825E-004  7.6311741E-006 -2.4736384E-006 -8.1244328E-007 -2.6736502E-006  5.6633385E-005  5.9776281E-005  1.2534010E-005  2.9405782E-008 -1.1836991E-006 -5.2191357E-007  3.2840523E-007  1.2842640E-006 -2.4707024E-007 -2.6534894E-007  2.8186807E-007 -2.2024890E-007 -1.0798461E-006  1.3196259E-006 -7.8610836E-005  1.6590443E-006 
-1.2196142E-004  1.9464224E-007  9.1438425E-008 -6.7124884E-008 -2.1344448E-007 -5.3367013E-007  1.3645675E-007  2.9405782E-008  2.0395486E-006 -1.5031919E-007 -3.8644809E-006 -6.8543453E-007  1.1837760E-005  1.8614482E-005 -6.0301603E-006  1.7289651E-005  9.3874249E-006 -1.7183600E-006 -7.1037742E-006  6.4591888E-006 -1.4145765E-007 
